#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Paracoccus	limosus	JCM 17370	NZ_WMIF01000013.1	59002	101852	thioamide-nrp	True	formicamycins A-M	4	BGC0001590	https://antismash-db.secondarymetabolites.org/go/NZ_WMIF01000013.1/59002-101852	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009711185.1/NZ_WMIF01000013/1/59002/101852
Fusobacterium	nucleatum	AB1	NZ_MLQO01000017.1	14059	47129	thioamide-nrp	True	closthioamide	27	BGC0001891	https://antismash-db.secondarymetabolites.org/go/NZ_MLQO01000017.1/14059-47129	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001854465.1/NZ_MLQO01000017/1/14059/47129
Streptomyces	rimosus	R6-500	NZ_CP045803.1	916201	978922	t1nrps - thioamide-nrp hybrid	False	ishigamide	61	BGC0001623	https://antismash-db.secondarymetabolites.org/go/NZ_CP045803.1/916201-978922	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000707925.2/NZ_CP045803/1/916201/978922
Campylobacter	hyointestinalis	006A-0180	NZ_FAVE01000002.1	89879	133134	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FAVE01000002.1/89879-133134	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001486805.1/NZ_FAVE01000002/1/89879/133134
Vibrio	parahaemolyticus	RM-13-3	NZ_LFWP01000018.1	118732	191216	betalactone - t1nrps - thioamide-nrp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LFWP01000018.1/118732-191216	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001268015.1/NZ_LFWP01000018/1/118732/191216
Streptomyces	lividans	TK24	NZ_GG657756.1	1343762	1397948	t1nrps - thioamide-nrp hybrid	False	nogalamycin	40	BGC0000249	https://antismash-db.secondarymetabolites.org/go/NZ_GG657756.1/1343762-1397948	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000158935.1/NZ_GG657756/1/1343762/1397948
Campylobacter	hyointestinalis	S12	NZ_CP040464.1	1440584	1483839	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP040464.1/1440584-1483839	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_005844045.1/NZ_CP040464/1/1440584/1483839
Streptomyces	hygroscopicus	KCTC 1717	NZ_CP013219.1	5108994	5183143	ladderane - t1nrps - thioamide-nrp hybrid	False	ishigamide	100	BGC0001623	https://antismash-db.secondarymetabolites.org/go/NZ_CP013219.1/5108994-5183143	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001447075.1/NZ_CP013219/1/5108994/5183143
Streptomyces	chartreusis	ATCC 14922	NZ_CP056041.1	6344039	6398516	t1nrps - thioamide-nrp hybrid	False	ishigamide	22	BGC0001623	https://antismash-db.secondarymetabolites.org/go/NZ_CP056041.1/6344039-6398516	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013375055.1/NZ_CP056041/1/6344039/6398516
Streptomyces	eurocidicus	CECT 3259	NZ_JACHJF010000010.1	212474	273124	t1pks - thioamide-nrp hybrid	False	cosmomycin C	5	BGC0001558	https://antismash-db.secondarymetabolites.org/go/NZ_JACHJF010000010.1/212474-273124	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014203505.1/NZ_JACHJF010000010/1/212474/273124
Streptomyces	coelicolor	CFB_NBC_0001	NZ_CP042324.1	7088377	7142561	t1nrps - thioamide-nrp hybrid	False	nogalamycin	40	BGC0000249	https://antismash-db.secondarymetabolites.org/go/NZ_CP042324.1/7088377-7142561	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008931305.1/NZ_CP042324/1/7088377/7142561
Rubrobacter	Unclassified	SCSIO 52909	NZ_CP045119.1	282043	365805	nrps-like - thioamide-nrp hybrid	False	1-heptadecene	100	BGC0001164	https://antismash-db.secondarymetabolites.org/go/NZ_CP045119.1/282043-365805	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011492945.1/NZ_CP045119/1/282043/365805
Streptomyces	canus	DSM 40275	NZ_KQ948307.1	4970	91532	t2pks - thioamide-nrp hybrid	False	spore pigment	83	BGC0000271	https://antismash-db.secondarymetabolites.org/go/NZ_KQ948307.1/4970-91532	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001514045.1/NZ_KQ948307/1/4970/91532
Campylobacter	hyointestinalis	S12	NZ_NIQQ01000001.1	1198	44453	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_NIQQ01000001.1/1198-44453	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002927305.1/NZ_NIQQ01000001/1/1198/44453
Paenibacillus	mucilaginosus	3016	NC_016935.1	5278004	5380523	t1nrps - thioamide-nrp hybrid	False	polymyxin B	40	BGC0001153	https://antismash-db.secondarymetabolites.org/go/NC_016935.1/5278004-5380523	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000250655.1/NC_016935/1/5278004/5380523
Saccharothrix	espanaensis	type strain: DSM 44229	NC_019673.1	3409970	3541086	ladderane - t1nrps - thioamide-nrp hybrid	False	atratumycin	34	BGC0001975	https://antismash-db.secondarymetabolites.org/go/NC_019673.1/3409970-3541086	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000328705.1/NC_019673/1/3409970/3541086
Kitasatospora	setae	KM-6054	NC_016109.1	7411329	7468977	ladderane - t1nrps - thioamide-nrp hybrid	False	pepticinnamin E	13	BGC0002014	https://antismash-db.secondarymetabolites.org/go/NC_016109.1/7411329-7468977	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000269985.1/NC_016109/1/7411329/7468977
Streptomyces	Unclassified	NBRC 109706	NZ_BBOM01000012.1	192010	305833	lanthipeptide - t1nrps - t1pks - thioamide-nrp hybrid	False	butyrolactol A	33	BGC0001537	https://antismash-db.secondarymetabolites.org/go/NZ_BBOM01000012.1/192010-305833	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000974485.1/NZ_BBOM01000012/1/192010/305833
Streptomyces	longwoodensis	DSM 41677	NZ_KQ948558.1	0	45570	t1nrps - thioamide-nrp hybrid	True	lysocin	14	BGC0001657	https://antismash-db.secondarymetabolites.org/go/NZ_KQ948558.1/0-45570	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001514125.1/NZ_KQ948558/1/0/45570
Phocaeicola	vulgatus	OF05-20BH	NZ_QSEZ01000030.1	12489	74252	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_QSEZ01000030.1/12489-74252	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003466785.1/NZ_QSEZ01000030/1/12489/74252
Streptomyces	canus	DSM 40275	NZ_KQ948667.1	0	41695	thioamide-nrp	True	malacidin A / malacidin B	10	BGC0001448	https://antismash-db.secondarymetabolites.org/go/NZ_KQ948667.1/0-41695	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001514145.1/NZ_KQ948667/1/0/41695
Streptomyces	bacillaris	ATCC 15855	NZ_CP029378.1	591588	645921	t1nrps - thioamide-nrp hybrid	False	cadaside A / cadaside B	19	BGC0001968	https://antismash-db.secondarymetabolites.org/go/NZ_CP029378.1/591588-645921	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003268675.1/NZ_CP029378/1/591588/645921
Phocaeicola	vulgatus	CL09T03C04	NZ_JH724286.1	268692	330089	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JH724286.1/268692-330089	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000273295.1/NZ_JH724286/1/268692/330089
Phocaeicola	vulgatus	OF05-20BH	NZ_QRPW01000023.1	1331	63052	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_QRPW01000023.1/1331-63052	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003475695.1/NZ_QRPW01000023/1/1331/63052
Breoghania	Unclassified	L-A4	NZ_CP031841.1	4110196	4151483	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP031841.1/4110196-4151483	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003432385.1/NZ_CP031841/1/4110196/4151483
Mycobacterium	marinum	M	NC_010612.1	2081793	2188947	betalactone - nrps-like - t1nrps - t1pks - thioamide-nrp hybrid	False	avilamycin A / avilamycin C	5	BGC0000026	https://antismash-db.secondarymetabolites.org/go/NC_010612.1/2081793-2188947	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000018345.1/NC_010612/1/2081793/2188947
Campylobacter	fetus	006A-0059	NZ_FAVB01000002.1	91969	135230	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FAVB01000002.1/91969-135230	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001487085.1/NZ_FAVB01000002/1/91969/135230
Streptomyces	hygroscopicus	5008	NC_017765.1	6716698	6795282	ladderane - t1nrps - thioamide-nrp hybrid	False	ishigamide	100	BGC0001623	https://antismash-db.secondarymetabolites.org/go/NC_017765.1/6716698-6795282	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000245355.1/NC_017765/1/6716698/6795282
Streptomyces	albireticuli	MDJK11	NZ_CP021744.1	4707194	4763934	t1pks - thioamide-nrp hybrid	False	cosmomycin C	5	BGC0001558	https://antismash-db.secondarymetabolites.org/go/NZ_CP021744.1/4707194-4763934	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002192455.1/NZ_CP021744/1/4707194/4763934
Pseudoalteromonas	luteoviolacea	HI1	NZ_CP015411.1	181609	236755	t1nrps - thioamide-nrp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP015411.1/181609-236755	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001750165.1/NZ_CP015411/1/181609/236755
Hydrogenophilus	thermoluteolus	TH-1	NZ_AP018558.1	1340395	1382356	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP018558.1/1340395-1382356	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003574215.1/NZ_AP018558/1/1340395/1382356
Cellulosimicrobium	Unclassified	BI34T	NZ_CP052757.1	332458	388336	t1nrps - thioamide-nrp hybrid	False	BD-12	7	BGC0001379	https://antismash-db.secondarymetabolites.org/go/NZ_CP052757.1/332458-388336	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009708005.2/NZ_CP052757/1/332458/388336
Bacillus	thuringiensis	AFS056597	NZ_VDNA01000018.1	11016	90552	phosphonate - t1nrps - thioamide-nrp hybrid	False	paenibactin	66	BGC0000401	https://antismash-db.secondarymetabolites.org/go/NZ_VDNA01000018.1/11016-90552	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007665345.1/NZ_VDNA01000018/1/11016/90552
Phocaeicola	vulgatus	OF05-20BH	NZ_QRKA01000033.1	17573	65819	thioamide-nrp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_QRKA01000033.1/17573-65819	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003471775.1/NZ_QRKA01000033/1/17573/65819
Bacillus	cereus	FORC087	NZ_NVBN01000008.1	81982	145834	t1nrps - thioamide-nrp hybrid	False	bacillibactin	30	BGC0000309	https://antismash-db.secondarymetabolites.org/go/NZ_NVBN01000008.1/81982-145834	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002568455.1/NZ_NVBN01000008/1/81982/145834
Paenibacillus	mucilaginosus	K02	NC_017672.3	5438678	5533402	t1nrps - thioamide-nrp hybrid	False	zwittermicin A	7	BGC0001059	https://antismash-db.secondarymetabolites.org/go/NC_017672.3/5438678-5533402	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000258535.2/NC_017672/3/5438678/5533402
Kutzneria	Unclassified	744	NZ_KK037166.1	9581709	9656832	t1nrps - t1pks - thioamide-nrp hybrid	False	butyrolactol A	40	BGC0001537	https://antismash-db.secondarymetabolites.org/go/NZ_KK037166.1/9581709-9656832	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000568255.1/NZ_KK037166/1/9581709/9656832
Bacillus	cereus	VD166	NZ_JH791857.1	46451	127037	lanthipeptide - t1nrps - thioamide-nrp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JH791857.1/46451-127037	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000290755.1/NZ_JH791857/1/46451/127037
Campylobacter	hyointestinalis	CCUG 27631	NZ_CP015576.1	245837	308884	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP015576.1/245837-308884	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001643975.1/NZ_CP015576/1/245837/308884
Campylobacter	hyointestinalis	CCUG 27631	NZ_CP015576.1	1323925	1376455	thioamide-nrp	False	xantholipin	4	BGC0000279	https://antismash-db.secondarymetabolites.org/go/NZ_CP015576.1/1323925-1376455	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001643975.1/NZ_CP015576/1/1323925/1376455
Mycobacterium	marinum	CCUG20998	NZ_CP024190.1	1943219	2051025	betalactone - nrps-like - t1nrps - t1pks - thioamide-nrp hybrid	False	avilamycin A / avilamycin C	5	BGC0000026	https://antismash-db.secondarymetabolites.org/go/NZ_CP024190.1/1943219-2051025	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003391395.1/NZ_CP024190/1/1943219/2051025
Streptomyces	pseudovenezuelae	DSM 40212	NZ_KQ948147.1	126441	182921	blactam - t1nrps - thioamide-nrp hybrid	False	clavulanic acid	20	BGC0000845	https://antismash-db.secondarymetabolites.org/go/NZ_KQ948147.1/126441-182921	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001513955.1/NZ_KQ948147/1/126441/182921
Janthinobacterium	Unclassified	TND4EL3	NZ_FTMV01000009.1	0	47903	thioamide-nrp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FTMV01000009.1/0-47903	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900156175.1/NZ_FTMV01000009/1/0/47903
Bacillus	Unclassified	BS98	NZ_CP043831.1	92295	156170	t1nrps - thioamide-nrp hybrid	False	bacillibactin	30	BGC0000309	https://antismash-db.secondarymetabolites.org/go/NZ_CP043831.1/92295-156170	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008432245.1/NZ_CP043831/1/92295/156170
Pseudoalteromonas	luteoviolacea	HI1	NZ_VIGJ01000001.1	4252224	4353262	t1nrps - t1pks - thioamide-nrp hybrid	False	N-tetradecanoyl tyrosine	6	BGC0001687	https://antismash-db.secondarymetabolites.org/go/NZ_VIGJ01000001.1/4252224-4353262	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_006704145.1/NZ_VIGJ01000001/1/4252224/4353262
Streptomyces	cavourensis	1AS2a	NZ_CP030930.1	6934015	7071393	t1nrps - t1pks - thioamide-nrp hybrid	False	bafilomycin B1	100	BGC0000028	https://antismash-db.secondarymetabolites.org/go/NZ_CP030930.1/6934015-7071393	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003352445.1/NZ_CP030930/1/6934015/7071393
Plantactinospora	Unclassified	BB1	NZ_CP028159.1	8165816	8241654	t1nrps - thioamide-nrp hybrid	False	malacidin A / malacidin B	15	BGC0001448	https://antismash-db.secondarymetabolites.org/go/NZ_CP028159.1/8165816-8241654	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003030385.1/NZ_CP028159/1/8165816/8241654
Streptomyces	Unclassified	SID8359	NZ_WWGS01000013.1	451737	504584	pks-like - t1pks - thioamide-nrp hybrid	False	triacsins	6	BGC0001983	https://antismash-db.secondarymetabolites.org/go/NZ_WWGS01000013.1/451737-504584	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009862115.1/NZ_WWGS01000013/1/451737/504584
Streptomyces	Unclassified	SID8359	NZ_WWGS01000014.1	344757	402408	t1nrps - terpene - thioamide-nrp hybrid	False	cadaside A / cadaside B	19	BGC0001968	https://antismash-db.secondarymetabolites.org/go/NZ_WWGS01000014.1/344757-402408	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009862115.1/NZ_WWGS01000014/1/344757/402408
Clostridium	cellulovorans	743B	NC_014393.1	3792334	3868429	t1nrps - thioamide-nrp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_014393.1/3792334-3868429	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000145275.1/NC_014393/1/3792334/3868429
Paracoccus	yeei	FDAARGOS_252	NZ_CP020442.2	3346369	3408176	thioamide-nrp	False	ET-743	8	BGC0000350	https://antismash-db.secondarymetabolites.org/go/NZ_CP020442.2/3346369-3408176	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002073635.2/NZ_CP020442/2/3346369/3408176
Sphingobium	Unclassified	ba1	NZ_JPPQ01000069.1	1347280	1405085	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JPPQ01000069.1/1347280-1405085	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000743655.1/NZ_JPPQ01000069/1/1347280/1405085
Streptomyces	Unclassified	DUT11	NZ_CP025511.1	7462927	7517940	t1nrps - thioamide-nrp hybrid	False	cadaside A / cadaside B	9	BGC0001968	https://antismash-db.secondarymetabolites.org/go/NZ_CP025511.1/7462927-7517940	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002848525.1/NZ_CP025511/1/7462927/7517940
Streptomyces	Unclassified	DE0061	NZ_VEHK01000008.1	350353	405404	t1nrps - thioamide-nrp hybrid	False	cadaside A / cadaside B	19	BGC0001968	https://antismash-db.secondarymetabolites.org/go/NZ_VEHK01000008.1/350353-405404	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007679945.1/NZ_VEHK01000008/1/350353/405404
Campylobacter	Unclassified	P031	NZ_MJKX01000008.1	0	51180	thioamide-nrp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_MJKX01000008.1/0-51180	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002138915.1/NZ_MJKX01000008/1/0/51180
Gemmiger	formicilis	ATCC 27749	NZ_FUYF01000003.1	110238	159853	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FUYF01000003.1/110238-159853	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900167555.1/NZ_FUYF01000003/1/110238/159853
Bacteroides	Unclassified	3_1_40A	NZ_GL635654.1	622182	684255	thioamide-nrp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_GL635654.1/622182-684255	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000186105.1/NZ_GL635654/1/622182/684255
