#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Massilia	umbonata	DSMZ 26121	NZ_CP040017.1	1074813	1133710	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP040017.1/1074813-1133710	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_005280315.1/NZ_CP040017/1/1074813/1133710
Massilia	umbonata	DSMZ 26121	NZ_CP040017.1	5121202	5221866	acyl_amino_acids	False	lipopolysaccharide	8	BGC0000774	https://antismash-db.secondarymetabolites.org/go/NZ_CP040017.1/5121202-5221866	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_005280315.1/NZ_CP040017/1/5121202/5221866
Quisquiliibacterium	transsilvanicum	DSM 29781	NZ_JACHGB010000001.1	21699	83319	acyl_amino_acids	False	N-tetradecanoyl tyrosine	6	BGC0001687	https://antismash-db.secondarymetabolites.org/go/NZ_JACHGB010000001.1/21699-83319	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014202215.1/NZ_JACHGB010000001/1/21699/83319
Janthinobacterium	Unclassified	SNU WT1	NZ_CP041185.1	1086653	1147400	acyl_amino_acids	False	O-antigen	14	BGC0000781	https://antismash-db.secondarymetabolites.org/go/NZ_CP041185.1/1086653-1147400	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_006517255.1/NZ_CP041185/1/1086653/1147400
Nitrosospira	multiformis	Nl18	NZ_FOCT01000002.1	263156	323966	acyl_amino_acids - hserlactone hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FOCT01000002.1/263156-323966	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900110185.1/NZ_FOCT01000002/1/263156/323966
Desulfovibrio	alaskensis	G20	NC_007519.1	813794	876692	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_007519.1/813794-876692	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000012665.1/NC_007519/1/813794/876692
Nitratireductor	Unclassified	OM-1	NZ_CP029208.1	265812	326535	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_CP029208.1/265812-326535	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003296175.1/NZ_CP029208/1/265812/326535
Unclassified	bacterium	None	NZ_UBVG01000024.1	0	46179	acyl_amino_acids	True	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_UBVG01000024.1/0-46179	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900468855.1/NZ_UBVG01000024/1/0/46179
Rugamonas	Unclassified	FT29W	NZ_WHUG01000001.1	507989	568742	acyl_amino_acids	False	O-antigen	14	BGC0000781	https://antismash-db.secondarymetabolites.org/go/NZ_WHUG01000001.1/507989-568742	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009380215.1/NZ_WHUG01000001/1/507989/568742
Burkholderia	cepacia	BC16	NZ_JABUMN010000020.1	47782	108799	acyl_amino_acids	False	pyoverdin	2	BGC0000413	https://antismash-db.secondarymetabolites.org/go/NZ_JABUMN010000020.1/47782-108799	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013336605.1/NZ_JABUMN010000020/1/47782/108799
Pantoea	Unclassified	B_9	NZ_VWVL01000003.1	377085	437733	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VWVL01000003.1/377085-437733	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008632015.1/NZ_VWVL01000003/1/377085/437733
Desulfovibrio	desulfuricans	ND132	NC_016803.1	1315222	1376116	acyl_amino_acids	False	exopolysaccharides	9	BGC0001589	https://antismash-db.secondarymetabolites.org/go/NC_016803.1/1315222-1376116	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000189295.2/NC_016803/1/1315222/1376116
Thauera	aromatica	K172	NZ_CP028339.1	1621438	1682050	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP028339.1/1621438-1682050	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003030465.1/NZ_CP028339/1/1621438/1682050
Desulfacinum	infernum	DSM 9756	NZ_FQVB01000037.1	0	34890	acyl_amino_acids	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FQVB01000037.1/0-34890	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900129305.1/NZ_FQVB01000037/1/0/34890
Cellulophaga	algicola	DSM 14237	NC_014934.1	4585344	4650170	acyl_amino_acids - bacteriocin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_014934.1/4585344-4650170	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000186265.1/NC_014934/1/4585344/4650170
Acidiphilium	cryptum	JF-5	NC_009484.1	917090	977924	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_009484.1/917090-977924	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000016725.1/NC_009484/1/917090/977924
Unclassified	bacterium	None	NZ_UBRM01000055.1	41940	94027	acyl_amino_acids	True	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_UBRM01000055.1/41940-94027	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900467855.1/NZ_UBRM01000055/1/41940/94027
Unclassified	bacterium	None	NZ_UBVS01000017.1	43856	104451	acyl_amino_acids	True	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_UBVS01000017.1/43856-104451	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900468885.1/NZ_UBVS01000017/1/43856/104451
Nitrosospira	multiformis	Nl18	NZ_QLTC01000009.1	0	40402	acyl_amino_acids	True	N-tetradecanoyl tyrosine	9	BGC0001687	https://antismash-db.secondarymetabolites.org/go/NZ_QLTC01000009.1/0-40402	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003268895.1/NZ_QLTC01000009/1/0/40402
Pannonibacter	carbonis	Q4.6	NZ_PUDR01000010.1	0	53475	acyl_amino_acids	True	chejuenolide A / chejuenolide B	7	BGC0001543	https://antismash-db.secondarymetabolites.org/go/NZ_PUDR01000010.1/0-53475	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003012935.1/NZ_PUDR01000010/1/0/53475
Massilia	flava	DSM 26639	NZ_CP046904.1	337133	397876	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP046904.1/337133-397876	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009789595.1/NZ_CP046904/1/337133/397876
Ochrobactrum	intermedium	LMG 3301	NZ_ACQA01000001.1	1913282	1974029	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_ACQA01000001.1/1913282-1974029	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000182645.1/NZ_ACQA01000001/1/1913282/1974029
Ensifer	adhaerens	SHC 2-14	NZ_JABEKT010000005.1	287200	347974	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_JABEKT010000005.1/287200-347974	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013283195.1/NZ_JABEKT010000005/1/287200/347974
Massilia	timonae	S00006	NZ_JACHOX010000001.1	53407	114121	acyl_amino_acids	False	vazabitide A	4	BGC0001818	https://antismash-db.secondarymetabolites.org/go/NZ_JACHOX010000001.1/53407-114121	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014204075.1/NZ_JACHOX010000001/1/53407/114121
Massilia	timonae	S00006	NZ_JACHOX010000007.1	92447	156531	acyl_amino_acids	False	N-tetradecanoyl tyrosine	6	BGC0001687	https://antismash-db.secondarymetabolites.org/go/NZ_JACHOX010000007.1/92447-156531	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014204075.1/NZ_JACHOX010000007/1/92447/156531
Nitrosospira	multiformis	ATCC 25196	NC_007614.1	379594	440362	acyl_amino_acids - hserlactone hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_007614.1/379594-440362	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000196355.1/NC_007614/1/379594/440362
Lichenibacterium	ramalinae	RmlP001	NZ_QYBC01000035.1	0	33026	acyl_amino_acids	True	N-acyl alanine	100	BGC0001680	https://antismash-db.secondarymetabolites.org/go/NZ_QYBC01000035.1/0-33026	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004137085.1/NZ_QYBC01000035/1/0/33026
Thauera	chlorobenzoica	3CB1	NZ_CP018839.1	1920491	1981238	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP018839.1/1920491-1981238	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001922305.1/NZ_CP018839/1/1920491/1981238
Ochrobactrum	Unclassified	J50	NZ_VLJR01000002.1	127441	188188	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_VLJR01000002.1/127441-188188	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007829595.1/NZ_VLJR01000002/1/127441/188188
Rugamonas	Unclassified	FT103W	NZ_WHUF01000001.1	525907	627306	acyl_amino_acids - t1nrps hybrid	False	cupriachelin	17	BGC0000330	https://antismash-db.secondarymetabolites.org/go/NZ_WHUF01000001.1/525907-627306	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009380165.1/NZ_WHUF01000001/1/525907/627306
Nitrosospira	multiformis	Nl18	NZ_QLTB01000002.1	261881	302317	acyl_amino_acids	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_QLTB01000002.1/261881-302317	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003269055.1/NZ_QLTB01000002/1/261881/302317
Nitrosomonas	eutropha	C91	NC_008344.1	620061	680883	acyl_amino_acids - hserlactone hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_008344.1/620061-680883	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000014765.1/NC_008344/1/620061/680883
Pseudomonas	putida	Simmons01	NZ_KN549113.1	135387	196311	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KN549113.1/135387-196311	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000799625.1/NZ_KN549113/1/135387/196311
Ochrobactrum	anthropi	OA_392	NZ_RHTD01000001.1	66105	126852	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_RHTD01000001.1/66105-126852	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003937445.1/NZ_RHTD01000001/1/66105/126852
Nitrosospira	briensis	Nsp8	NZ_FOVJ01000001.1	1014699	1075443	acyl_amino_acids	False	N-tetradecanoyl tyrosine	6	BGC0001687	https://antismash-db.secondarymetabolites.org/go/NZ_FOVJ01000001.1/1014699-1075443	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900115125.1/NZ_FOVJ01000001/1/1014699/1075443
Nitrosospira	briensis	Nsp8	NZ_FOVJ01000002.1	384899	445532	acyl_amino_acids	False	N-tetradecanoyl tyrosine	6	BGC0001687	https://antismash-db.secondarymetabolites.org/go/NZ_FOVJ01000002.1/384899-445532	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900115125.1/NZ_FOVJ01000002/1/384899/445532
Desulfonatronum	lacustre	DSM 10312	NZ_KI912608.1	1282820	1343889	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KI912608.1/1282820-1343889	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000519265.1/NZ_KI912608/1/1282820/1343889
Desulfonatronum	lacustre	DSM 10312	NZ_KI912608.1	2747628	2808495	acyl_amino_acids	False	FR901228	14	BGC0000993	https://antismash-db.secondarymetabolites.org/go/NZ_KI912608.1/2747628-2808495	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000519265.1/NZ_KI912608/1/2747628/2808495
Unclassified	bacterium	None	NZ_UBWJ01000009.1	203175	263949	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_UBWJ01000009.1/203175-263949	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900469215.1/NZ_UBWJ01000009/1/203175/263949
Unclassified	bacterium	None	NZ_UBSH01000020.1	0	22525	acyl_amino_acids	True	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_UBSH01000020.1/0-22525	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900468125.1/NZ_UBSH01000020/1/0/22525
Erwinia	iniecta	B120	NZ_JRXE01000018.1	4266	87223	acyl_amino_acids - ladderane hybrid	False	s56-p1	3	BGC0001764	https://antismash-db.secondarymetabolites.org/go/NZ_JRXE01000018.1/4266-87223	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001267535.1/NZ_JRXE01000018/1/4266/87223
Unclassified	bacterium	None	NZ_UBXS01000058.1	7986	68760	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_UBXS01000058.1/7986-68760	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900469595.1/NZ_UBXS01000058/1/7986/68760
Oceanospirillum	beijerinckii	DSM 7166	NZ_AULT01000044.1	10659	57782	acyl_amino_acids - hserlactone hybrid	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AULT01000044.1/10659-57782	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000422425.1/NZ_AULT01000044/1/10659/57782
Sinorhizobium	fredii	CCBAU 25509	NZ_CP029451.1	3273167	3333944	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_CP029451.1/3273167-3333944	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003177055.1/NZ_CP029451/1/3273167/3333944
Sphingomonas	Unclassified	YZ-8	NZ_CP032828.1	346958	407507	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP032828.1/346958-407507	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003660165.1/NZ_CP032828/1/346958/407507
Massilia	armeniaca	ZMN-3	NZ_CP028324.1	3470185	3530962	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP028324.1/3470185-3530962	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003028855.1/NZ_CP028324/1/3470185/3530962
Nitrosospira	lacus	APG3	NZ_CP021106.3	864254	923187	acyl_amino_acids - hserlactone hybrid	False	N-tetradecanoyl tyrosine	9	BGC0001687	https://antismash-db.secondarymetabolites.org/go/NZ_CP021106.3/864254-923187	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000355765.4/NZ_CP021106/3/864254/923187
Nitrosospira	lacus	APG3	NZ_CP021106.3	2034203	2094608	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP021106.3/2034203-2094608	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000355765.4/NZ_CP021106/3/2034203/2094608
Falsochrobactrum	ovis	DSM 26720	NZ_QLMK01000007.1	26843	87590	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_QLMK01000007.1/26843-87590	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003259955.1/NZ_QLMK01000007/1/26843/87590
Pseudomonas	fluorescens	PA3G8	NZ_CP032618.1	3342695	3403625	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP032618.1/3342695-3403625	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003626995.1/NZ_CP032618/1/3342695/3403625
Ochrobactrum	pecoris	DSM 23868	NZ_JACIEX010000008.1	116656	177403	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_JACIEX010000008.1/116656-177403	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014197065.1/NZ_JACIEX010000008/1/116656/177403
Ochrobactrum	intermedium	RH4WT92	NZ_JACGXG010000008.1	80111	127469	acyl_amino_acids	True	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_JACGXG010000008.1/80111-127469	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014138165.1/NZ_JACGXG010000008/1/80111/127469
Unclassified	bacterium	None	NZ_UBLS01000009.1	51116	111863	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_UBLS01000009.1/51116-111863	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900466275.1/NZ_UBLS01000009/1/51116/111863
Sinorhizobium	meliloti	KH35c	NZ_POVM01000009.1	39859	100633	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_POVM01000009.1/39859-100633	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004011235.1/NZ_POVM01000009/1/39859/100633
Mesorhizobium	amorphae	CCNWGS0123	NZ_CP015318.1	1143469	1204240	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_CP015318.1/1143469-1204240	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001686985.1/NZ_CP015318/1/1143469/1204240
Desulfovibrio	vulgaris	RCH1	NC_017311.1	1810	64780	acyl_amino_acids	False	pyoverdin	1	BGC0000413	https://antismash-db.secondarymetabolites.org/go/NC_017311.1/1810-64780	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000166115.1/NC_017311/1/1810/64780
Ochrobactrum	anthropi	OA_392	NZ_KK073936.1	529996	590743	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_KK073936.1/529996-590743	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000585655.1/NZ_KK073936/1/529996/590743
Ochrobactrum	anthropi	OA_392	NZ_JACGXF010000003.1	671509	732256	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_JACGXF010000003.1/671509-732256	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014138145.2/NZ_JACGXF010000003/1/671509/732256
Sinorhizobium	fredii	NGR234	NC_012587.1	3025138	3085915	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NC_012587.1/3025138-3085915	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000018545.1/NC_012587/1/3025138/3085915
Desulfomicrobium	baculatum	DSM 4028	NC_013173.1	2536435	2598095	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_013173.1/2536435-2598095	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000023225.1/NC_013173/1/2536435/2598095
Pseudomonas	Unclassified	URIL14HWK12:I5	NZ_FWXQ01000002.1	586900	647830	acyl_amino_acids	False	lysobactin	4	BGC0000385	https://antismash-db.secondarymetabolites.org/go/NZ_FWXQ01000002.1/586900-647830	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900176445.1/NZ_FWXQ01000002/1/586900/647830
Massilia	Unclassified	YMA4	NZ_CP030092.1	1491997	1552774	acyl_amino_acids	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP030092.1/1491997-1552774	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003293715.1/NZ_CP030092/1/1491997/1552774
Pseudomonas	putida	Simmons01	NZ_AP022324.1	3758324	3819254	acyl_amino_acids	False	lysobactin	4	BGC0000385	https://antismash-db.secondarymetabolites.org/go/NZ_AP022324.1/3758324-3819254	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009938035.1/NZ_AP022324/1/3758324/3819254
Rhodocyclus	tenuis	2761	NZ_JACIGE010000009.1	152030	184940	acyl_amino_acids	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JACIGE010000009.1/152030-184940	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014197755.1/NZ_JACIGE010000009/1/152030/184940
Sinorhizobium	Unclassified	NFACC03	NZ_FMXF01000010.1	35890	96664	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_FMXF01000010.1/35890-96664	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900103435.1/NZ_FMXF01000010/1/35890/96664
Sinorhizobium	fredii	CCBAU 83666	NZ_CP023070.1	3012956	3073733	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_CP023070.1/3012956-3073733	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002288485.1/NZ_CP023070/1/3012956/3073733
Nitrosospira	multiformis	Nl18	NZ_FNQL01000001.1	228791	289559	acyl_amino_acids - hserlactone hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FNQL01000001.1/228791-289559	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900107715.1/NZ_FNQL01000001/1/228791/289559
Unclassified	bacterium	None	NZ_UEIJ01000001.1	250209	310956	acyl_amino_acids	False	ambactin	25	BGC0001131	https://antismash-db.secondarymetabolites.org/go/NZ_UEIJ01000001.1/250209-310956	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900470195.1/NZ_UEIJ01000001/1/250209/310956
Cellvibrio	Unclassified	KY-GH-1	NZ_CP031728.1	5674342	5734963	acyl_amino_acids - bacteriocin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP031728.1/5674342-5734963	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008806975.1/NZ_CP031728/1/5674342/5734963
