#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Pectobacterium	versatile	SCC1	NZ_JACDRS010000015.1	0	23032	lanthidin	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JACDRS010000015.1/0-23032	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013449605.1/NZ_JACDRS010000015/1/0/23032
Microcystis	aeruginosa	NIES-2549	NZ_CP011304.1	1783407	1825705	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP011304.1/1783407-1825705	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000981785.2/NZ_CP011304/1/1783407/1825705
Sciscionella	marina	DSM 45152	NZ_KB905447.1	169167	211062	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KB905447.1/169167-211062	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000379465.1/NZ_KB905447/1/169167/211062
Trichormus	azollae	0708	NC_014248.1	754753	794857	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_014248.1/754753-794857	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000196515.1/NC_014248/1/754753/794857
Trichormus	azollae	0708	NC_014248.1	1440058	1482436	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_014248.1/1440058-1482436	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000196515.1/NC_014248/1/1440058/1482436
Streptomyces	Unclassified	S1A1-7	NZ_CP041604.2	6535922	6578054	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP041604.2/6535922-6578054	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007113565.2/NZ_CP041604/2/6535922/6578054
Dyadobacter	Unclassified	3J3	NZ_VTOL01000023.1	2997	45744	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VTOL01000023.1/2997-45744	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009801115.1/NZ_VTOL01000023/1/2997/45744
Streptomyces	lavendulae	CCM 3239	NZ_CP024985.1	4504294	4545817	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP024985.1/4504294-4545817	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002803845.1/NZ_CP024985/1/4504294/4545817
Streptomyces	lavendulae	CCM 3239	NZ_CP024985.1	4672691	4714684	butyrolactone - lanthidin hybrid	False	neocarzinostatin	8	BGC0000112	https://antismash-db.secondarymetabolites.org/go/NZ_CP024985.1/4672691-4714684	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002803845.1/NZ_CP024985/1/4672691/4714684
Pseudomonas	aeruginosa	NCTC11445	NZ_NSZN01000016.1	64950	108273	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_NSZN01000016.1/64950-108273	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003841055.1/NZ_NSZN01000016/1/64950/108273
Staphylococcus	capitis	FDAARGOS_753	NZ_CTEB01000001.1	1316101	1357952	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CTEB01000001.1/1316101-1357952	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001215085.1/NZ_CTEB01000001/1/1316101/1357952
Pseudomonas	aeruginosa	E2	NZ_KI519307.1	130357	173725	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KI519307.1/130357-173725	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000482005.1/NZ_KI519307/1/130357/173725
Flavobacterium	endophyticum	DSM 29537	NZ_RBLC01000002.1	234768	276821	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_RBLC01000002.1/234768-276821	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003634455.1/NZ_RBLC01000002/1/234768/276821
Streptomyces	corchorusii	DSM 40340	NZ_KQ948352.1	199730	241829	butyrolactone - lanthidin hybrid	False	methylenomycin A	14	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NZ_KQ948352.1/199730-241829	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001514055.1/NZ_KQ948352/1/199730/241829
Streptomyces	Unclassified	150FB	NZ_JTHL01000001.1	4154112	4198324	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JTHL01000001.1/4154112-4198324	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000818195.1/NZ_JTHL01000001/1/4154112/4198324
Rahnella	Unclassified	AA	NZ_PITQ01000015.1	0	32678	lanthidin	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_PITQ01000015.1/0-32678	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002834385.1/NZ_PITQ01000015/1/0/32678
Rhizobium	leguminosarum	SM151C	NZ_SIMR01000004.1	590643	634017	lanthidin - lanthipeptide hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_SIMR01000004.1/590643-634017	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004305315.1/NZ_SIMR01000004/1/590643/634017
Rathayibacter	Unclassified	VKM Ac-2759	NZ_CP047176.1	1232041	1275085	lanthidin	False	5-isoprenylindole-3-carboxylate β-D-glycosyl ester	19	BGC0001483	https://antismash-db.secondarymetabolites.org/go/NZ_CP047176.1/1232041-1275085	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009834225.1/NZ_CP047176/1/1232041/1275085
Xanthomonas	oryzae	BB156-2	NZ_CP036256.1	4664806	4706757	lanthidin	False	colicin V	1	BGC0001555	https://antismash-db.secondarymetabolites.org/go/NZ_CP036256.1/4664806-4706757	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004319505.1/NZ_CP036256/1/4664806/4706757
Pseudomonas	aeruginosa	NCTC11445	NZ_CP056094.1	3679582	3722905	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP056094.1/3679582-3722905	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013375815.1/NZ_CP056094/1/3679582/3722905
Anabaena	Unclassified	90	NC_019427.1	726168	765644	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_019427.1/726168-765644	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000312705.1/NC_019427/1/726168/765644
Anabaena	Unclassified	90	NC_019427.1	2730929	2773330	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_019427.1/2730929-2773330	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000312705.1/NC_019427/1/2730929/2773330
Streptomyces	albulus	CK-15	NZ_CP026094.1	7451582	7532434	lanthidin - oligosaccharide - t2pks hybrid	False	warkmycin CS1 / warkmycin CS2	97	BGC0001438	https://antismash-db.secondarymetabolites.org/go/NZ_CP026094.1/7451582-7532434	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000935185.3/NZ_CP026094/1/7451582/7532434
Staphylococcus	capitis	AYP1020	NZ_CP007601.1	1980963	2061896	lanthidin - t1nrps hybrid	False	aureusimine	100	BGC0000308	https://antismash-db.secondarymetabolites.org/go/NZ_CP007601.1/1980963-2061896	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001028645.1/NZ_CP007601/1/1980963/2061896
Archangium	gephyra	DSM 2261	NZ_CP011509.1	9290986	9333228	lanthidin - tfua-related hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP011509.1/9290986-9333228	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001027285.1/NZ_CP011509/1/9290986/9333228
Arthrobacter	Unclassified	N199823	NZ_PJIN01000009.1	47521	89338	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_PJIN01000009.1/47521-89338	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002929705.1/NZ_PJIN01000009/1/47521/89338
Pseudomonas	aeruginosa	NCTC11445	NZ_LLUF01000003.1	81177	124500	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LLUF01000003.1/81177-124500	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001453945.1/NZ_LLUF01000003/1/81177/124500
Microchaete	diplosiphon	NIES-3275	NZ_AP018233.1	1805995	1846654	bacteriocin - lanthidin - lanthipeptide hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP018233.1/1805995-1846654	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002368275.1/NZ_AP018233/1/1805995/1846654
Microchaete	diplosiphon	NIES-3275	NZ_AP018233.1	7632768	7675282	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP018233.1/7632768-7675282	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002368275.1/NZ_AP018233/1/7632768/7675282
Pectobacterium	versatile	SCC1	NZ_RMBR01000030.1	9223	51411	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_RMBR01000030.1/9223-51411	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004296675.1/NZ_RMBR01000030/1/9223/51411
Streptomyces	hygroscopicus	KCTC 1717	NZ_CP013219.1	6851055	6893154	butyrolactone - lanthidin hybrid	False	tiancimycin	5	BGC0001378	https://antismash-db.secondarymetabolites.org/go/NZ_CP013219.1/6851055-6893154	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001447075.1/NZ_CP013219/1/6851055/6893154
Phormidium	ambiguum	IAM M-71	NZ_MRCE01000001.1	132929	175212	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_MRCE01000001.1/132929-175212	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001904725.1/NZ_MRCE01000001/1/132929/175212
Streptomyces	cyaneogriseus	NMWT 1	NZ_CP010849.1	7107985	7153100	lanthidin	False	teicoplanin	5	BGC0000440	https://antismash-db.secondarymetabolites.org/go/NZ_CP010849.1/7107985-7153100	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000931445.1/NZ_CP010849/1/7107985/7153100
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	1132486	1173049	lanthidin	False	shinorine / 4-deoxygadusol / mycosporine glycine	75	BGC0000427	https://antismash-db.secondarymetabolites.org/go/NZ_KQ976354.1/1132486-1173049	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000346485.2/NZ_KQ976354/1/1132486/1173049
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	6213612	6255185	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KQ976354.1/6213612-6255185	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000346485.2/NZ_KQ976354/1/6213612/6255185
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	8819301	8865866	lanthidin - terpene hybrid	False	fischerindole	17	BGC0001595	https://antismash-db.secondarymetabolites.org/go/NZ_KQ976354.1/8819301-8865866	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000346485.2/NZ_KQ976354/1/8819301/8865866
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	9435439	9477786	lanthidin	False	anacyclamide A10	21	BGC0000472	https://antismash-db.secondarymetabolites.org/go/NZ_KQ976354.1/9435439-9477786	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000346485.2/NZ_KQ976354/1/9435439/9477786
Sanguibacter	keddieii	DSM 10542	NC_013521.1	3650421	3692544	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_013521.1/3650421-3692544	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000024925.1/NC_013521/1/3650421/3692544
Nonomuraea	typhae	p1410	NZ_VRLV01000032.1	0	13962	lanthidin	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VRLV01000032.1/0-13962	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009760925.1/NZ_VRLV01000032/1/0/13962
Bacillus	amyloliquefaciens	ALB65	NZ_CP011252.1	857462	899347	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP011252.1/857462-899347	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002209305.1/NZ_CP011252/1/857462/899347
Corynebacterium	Unclassified	HMSC078H07	NZ_KV810476.1	0	23174	lanthidin	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KV810476.1/0-23174	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001812805.1/NZ_KV810476/1/0/23174
Microcystis	aeruginosa	FD4	NZ_CP046973.1	5001100	5062316	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP046973.1/5001100-5062316	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009792235.1/NZ_CP046973/1/5001100/5062316
Dolichospermum	flos-aquae	UHCC 0037	NZ_VILF01000001.1	1207104	1249609	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VILF01000001.1/1207104-1249609	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009712125.1/NZ_VILF01000001/1/1207104/1249609
Dolichospermum	flos-aquae	UHCC 0037	NZ_VILF01000003.1	462468	504730	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VILF01000003.1/462468-504730	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009712125.1/NZ_VILF01000003/1/462468/504730
Rhizobium	leguminosarum	SM151C	NZ_SIOI01000009.1	152575	179183	lanthidin	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_SIOI01000009.1/152575-179183	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004304285.1/NZ_SIOI01000009/1/152575/179183
Nostoc	Unclassified	NIES-3756	NZ_AP017295.1	2478747	2518814	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP017295.1/2478747-2518814	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001548375.1/NZ_AP017295/1/2478747/2518814
Nostoc	Unclassified	NIES-3756	NZ_AP017295.1	3996399	4038012	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP017295.1/3996399-4038012	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001548375.1/NZ_AP017295/1/3996399/4038012
Nostoc	Unclassified	NIES-3756	NZ_AP017295.1	4753778	4796080	bacteriocin - lanthidin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP017295.1/4753778-4796080	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001548375.1/NZ_AP017295/1/4753778/4796080
Anabaenopsis	circularis	NIES-21	NZ_AP018174.1	96135	137654	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP018174.1/96135-137654	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002367975.1/NZ_AP018174/1/96135/137654
Anabaenopsis	circularis	NIES-21	NZ_AP018174.1	6052885	6095288	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP018174.1/6052885-6095288	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002367975.1/NZ_AP018174/1/6052885/6095288
Rathayibacter	Unclassified	VKM Ac-2805	NZ_CP047185.1	183717	231099	lanthidin	False	herboxidiene	4	BGC0001065	https://antismash-db.secondarymetabolites.org/go/NZ_CP047185.1/183717-231099	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009834265.1/NZ_CP047185/1/183717/231099
Emticicia	Unclassified	BO119	NZ_JACETV010000008.1	243076	279420	lanthidin	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JACETV010000008.1/243076-279420	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013912375.1/NZ_JACETV010000008/1/243076/279420
Niveispirillum	Unclassified	SYP-B3756	NZ_WIDQ01000024.1	21502	43986	lanthidin	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_WIDQ01000024.1/21502-43986	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009495745.1/NZ_WIDQ01000024/1/21502/43986
Pseudomonas	aeruginosa	NCTC11445	NZ_JTYX01000003.1	166112	209435	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JTYX01000003.1/166112-209435	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000795875.1/NZ_JTYX01000003/1/166112/209435
Streptococcus	pneumoniae	SMRU106	NZ_CHGO01000014.1	18099	46799	lanthidin	True	xantholipin	6	BGC0000279	https://antismash-db.secondarymetabolites.org/go/NZ_CHGO01000014.1/18099-46799	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001334735.1/NZ_CHGO01000014/1/18099/46799
Unclassified	bacterium	None	NZ_UBRU01000003.1	58274	100442	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_UBRU01000003.1/58274-100442	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900468015.1/NZ_UBRU01000003/1/58274/100442
Streptomyces	hygroscopicus	5008	NC_017765.1	8336608	8378707	butyrolactone - lanthidin hybrid	False	methylenomycin A	14	BGC0000914	https://antismash-db.secondarymetabolites.org/go/NC_017765.1/8336608-8378707	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000245355.1/NC_017765/1/8336608/8378707
Coleofasciculus	chthonoplastes	PCC 7420	NZ_DS989846.1	10837	53240	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_DS989846.1/10837-53240	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000155555.1/NZ_DS989846/1/10837/53240
Paenarthrobacter	aurescens	TC1; ATCC BAA-1386	NC_008711.1	537010	579104	lanthidin	False	kanamycin	1	BGC0000703	https://antismash-db.secondarymetabolites.org/go/NC_008711.1/537010-579104	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000014925.1/NC_008711/1/537010/579104
Actinoplanes	xinjiangensis	DSM 45184	NZ_QGGR01000009.1	313795	355918	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_QGGR01000009.1/313795-355918	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003148685.1/NZ_QGGR01000009/1/313795/355918
Nitrosopumilus	ureiphilus	PS0	NZ_CP026995.1	658391	700446	lanthidin	False	heme D1	11	BGC0000905	https://antismash-db.secondarymetabolites.org/go/NZ_CP026995.1/658391-700446	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013407185.1/NZ_CP026995/1/658391/700446
Nonomuraea	Unclassified	WYY166	NZ_CP045572.1	1875848	1917887	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP045572.1/1875848-1917887	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009497075.1/NZ_CP045572/1/1875848/1917887
Fischerella	Unclassified	NIES-3754	NZ_AP017305.1	4820220	4862587	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP017305.1/4820220-4862587	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001548455.1/NZ_AP017305/1/4820220/4862587
Dolichospermum	Unclassified	UHCC 0406	NZ_VILA01000016.1	186437	228699	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VILA01000016.1/186437-228699	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009712025.1/NZ_VILA01000016/1/186437/228699
Dolichospermum	Unclassified	UHCC 0406	NZ_VILA01000001.1	335095	377496	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VILA01000001.1/335095-377496	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009712025.1/NZ_VILA01000001/1/335095/377496
Corynebacterium	durum	F0235	NZ_KB290831.1	884602	926707	lanthidin	False	desotamide	9	BGC0001196	https://antismash-db.secondarymetabolites.org/go/NZ_KB290831.1/884602-926707	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000318135.1/NZ_KB290831/1/884602/926707
Pseudomonas	aeruginosa	NCTC11445	NZ_LLTW01000036.1	79358	122681	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LLTW01000036.1/79358-122681	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001452995.1/NZ_LLTW01000036/1/79358/122681
Microcystis	aeruginosa	NIES-298	NZ_CP046058.1	3494970	3537268	lanthidin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP046058.1/3494970-3537268	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010196425.1/NZ_CP046058/1/3494970/3537268
Gryllotalpicola	protaetiae	2DFW10M-5	NZ_CP032624.1	2710946	2752865	lanthidin	False	arginomycin	13	BGC0000883	https://antismash-db.secondarymetabolites.org/go/NZ_CP032624.1/2710946-2752865	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003627055.1/NZ_CP032624/1/2710946/2752865
Nodularia	spumigena	UHCC 0039	NZ_CP020114.1	303385	344458	bacteriocin - lanthidin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP020114.1/303385-344458	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003054475.1/NZ_CP020114/1/303385/344458
Nodularia	spumigena	UHCC 0039	NZ_CP020114.1	2516162	2557665	lanthidin	False	anacyclamide A10	21	BGC0000472	https://antismash-db.secondarymetabolites.org/go/NZ_CP020114.1/2516162-2557665	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003054475.1/NZ_CP020114/1/2516162/2557665
