#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Streptomyces	cacaoi	H2S5	NZ_CP049838.1	8550829	8671070	aminocoumarin - hgle-ks - nrps-like - nucleoside - t1nrps - t1pks - t3pks hybrid	False	rubradirin	37	BGC0000141	https://antismash-db.secondarymetabolites.org/go/NZ_CP049838.1/8550829-8671070	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013085465.1/NZ_CP049838/1/8550829/8671070
Xenorhabdus	bovienii	SS-2004	NC_013892.1	2884661	2935996	hgle-ks - pufa hybrid	False	fabclavine-polyamine	100	BGC0001872	https://antismash-db.secondarymetabolites.org/go/NC_013892.1/2884661-2935996	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000027225.1/NC_013892/1/2884661/2935996
Frankia	alni	ACN14A	NC_008278.1	1626260	1678880	hgle-ks	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_008278.1/1626260-1678880	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000058485.1/NC_008278/1/1626260/1678880
Frankia	alni	ACN14A	NC_008278.1	1779187	1824672	hgle-ks	False	isoindolinomycin	5	BGC0001922	https://antismash-db.secondarymetabolites.org/go/NC_008278.1/1779187-1824672	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000058485.1/NC_008278/1/1779187/1824672
Frankia	alni	ACN14A	NC_008278.1	3444291	3491737	hgle-ks	False	dutomycin	6	BGC0001409	https://antismash-db.secondarymetabolites.org/go/NC_008278.1/3444291-3491737	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000058485.1/NC_008278/1/3444291/3491737
Shewanella	baltica	OS183	NZ_CM001435.1	1574899	1631277	hgle-ks - pufa hybrid	False	eicosapentaenoic acid	100	BGC0000861	https://antismash-db.secondarymetabolites.org/go/NZ_CM001435.1/1574899-1631277	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000179535.2/NZ_CM001435/1/1574899/1631277
Streptomyces	griseoruber	DSM 40281	NZ_KQ948772.1	151479	202942	hgle-ks - t1pks hybrid	False	miharamycin A / miharamycin B	7	BGC0001956	https://antismash-db.secondarymetabolites.org/go/NZ_KQ948772.1/151479-202942	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001514205.1/NZ_KQ948772/1/151479/202942
Streptomyces	acidiscabies	NCPPB 4445	NZ_KQ257834.1	759849	857558	hgle-ks - t1pks hybrid	False	concanamycin A	50	BGC0000040	https://antismash-db.secondarymetabolites.org/go/NZ_KQ257834.1/759849-857558	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001189015.1/NZ_KQ257834/1/759849/857558
Streptomyces	fungicidicus	TXX3120	NZ_CP023407.1	6629133	6697183	hgle-ks - pks-like - t1pks hybrid	False	A33853	100	BGC0001292	https://antismash-db.secondarymetabolites.org/go/NZ_CP023407.1/6629133-6697183	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003665435.1/NZ_CP023407/1/6629133/6697183
Burkholderia	pseudomallei	K42	NZ_CP009163.1	1502423	1554032	hgle-ks - terpene hybrid	False	myxochromide D	20	BGC0001418	https://antismash-db.secondarymetabolites.org/go/NZ_CP009163.1/1502423-1554032	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000770515.1/NZ_CP009163/1/1502423/1554032
Lysobacter	lycopersici	CC-Bw-6	NZ_CP041742.1	1873328	1932598	hgle-ks - t1pks hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP041742.1/1873328-1932598	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007556775.1/NZ_CP041742/1/1873328/1932598
Streptomyces	Unclassified	CT34	NZ_KN708638.1	7541130	7653004	hgle-ks - nrps-like - t1pks hybrid	False	spiroindimicin A / spiroindimicin B / spiroindimicin C / spiroindimicin D / indimicin A / indimicin B / indimicin C / indimicin D / indimicin E / lynamicin A / lynamicin D / lynamicin F / lynamicin G	15	BGC0001782	https://antismash-db.secondarymetabolites.org/go/NZ_KN708638.1/7541130-7653004	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000805335.1/NZ_KN708638/1/7541130/7653004
Leuconostoc	gelidum	PB1e	NZ_FBSY01000012.1	38427	63504	hgle-ks	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FBSY01000012.1/38427-63504	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900016145.1/NZ_FBSY01000012/1/38427/63504
Burkholderia	pseudomallei	NCTC 13179	NC_022658.1	1957725	2009210	hgle-ks - terpene hybrid	False	myxochromide D	20	BGC0001418	https://antismash-db.secondarymetabolites.org/go/NC_022658.1/1957725-2009210	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000494855.1/NC_022658/1/1957725/2009210
Burkholderia	pseudomallei	ABCPW 1	NZ_KN323086.1	2680159	2732784	hgle-ks - terpene hybrid	False	myxochromide D	20	BGC0001418	https://antismash-db.secondarymetabolites.org/go/NZ_KN323086.1/2680159-2732784	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000774965.1/NZ_KN323086/1/2680159/2732784
Streptomyces	cattleya	NRRL 8057	NC_016111.1	6074190	6141165	hgle-ks - t1nrps hybrid	False	cephamycin C	73	BGC0000319	https://antismash-db.secondarymetabolites.org/go/NC_016111.1/6074190-6141165	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000237305.1/NC_016111/1/6074190/6141165
Nocardia	pseudobrasiliensis	DSM 44290	NZ_QQBC01000002.1	407873	453504	hgle-ks	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_QQBC01000002.1/407873-453504	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003350585.1/NZ_QQBC01000002/1/407873/453504
Streptomyces	cattleya	NRRL 8057	NC_016113.1	462946	505862	hgle-ks	False	elaiophylin	8	BGC0000053	https://antismash-db.secondarymetabolites.org/go/NC_016113.1/462946-505862	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000237305.1/NC_016113/1/462946/505862
Nocardia	otitidiscaviarum	NEB252	NZ_CP041695.1	1572274	1618619	hgle-ks	False	dactylocycline A	7	BGC0000216	https://antismash-db.secondarymetabolites.org/go/NZ_CP041695.1/1572274-1618619	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007362295.1/NZ_CP041695/1/1572274/1618619
Nocardia	pseudobrasiliensis	DSM 44290	NZ_QQBC01000005.1	439869	482770	hgle-ks	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_QQBC01000005.1/439869-482770	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003350585.1/NZ_QQBC01000005/1/439869/482770
Azospirillum	Unclassified	B21	NZ_VTTO01000006.1	36859	90646	hgle-ks	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VTTO01000006.1/36859-90646	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008364825.1/NZ_VTTO01000006/1/36859/90646
Streptomyces	collinus	Tu 365	NC_021985.1	1602759	1652100	hgle-ks - t1pks hybrid	False	cinnamycin	14	BGC0000503	https://antismash-db.secondarymetabolites.org/go/NC_021985.1/1602759-1652100	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000444875.1/NC_021985/1/1602759/1652100
Streptomyces	yokosukanensis	DSM 40224	NZ_KQ948231.1	1137	53117	hgle-ks - t1pks hybrid	False	cinnamycin	14	BGC0000503	https://antismash-db.secondarymetabolites.org/go/NZ_KQ948231.1/1137-53117	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001514035.1/NZ_KQ948231/1/1137/53117
Saccharopolyspora	erythraea	NRRL 2338	NC_009142.1	10553	61359	hgle-ks - t1pks hybrid	False	nataxazole	7	BGC0001213	https://antismash-db.secondarymetabolites.org/go/NC_009142.1/10553-61359	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000062885.1/NC_009142/1/10553/61359
Streptomyces	Unclassified	OM5714	NZ_WHZR01000002.1	338009	391337	hgle-ks - t1pks hybrid	False	nataxazole	7	BGC0001213	https://antismash-db.secondarymetabolites.org/go/NZ_WHZR01000002.1/338009-391337	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010993835.1/NZ_WHZR01000002/1/338009/391337
Saccharopolyspora	erythraea	NRRL 2338	NC_009142.1	4977823	5020592	hgle-ks	False	oxalomycin B	6	BGC0001106	https://antismash-db.secondarymetabolites.org/go/NC_009142.1/4977823-5020592	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000062885.1/NC_009142/1/4977823/5020592
Burkholderia	pseudomallei	576	NZ_CP008778.1	488524	540018	hgle-ks - terpene hybrid	False	myxochromide D	20	BGC0001418	https://antismash-db.secondarymetabolites.org/go/NZ_CP008778.1/488524-540018	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000756185.1/NZ_CP008778/1/488524/540018
Pseudomonas	Unclassified	SR9	NZ_JACJFN010000003.1	218072	270908	hgle-ks - t1pks hybrid	False	vazabitide A	4	BGC0001818	https://antismash-db.secondarymetabolites.org/go/NZ_JACJFN010000003.1/218072-270908	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014164785.1/NZ_JACJFN010000003/1/218072/270908
Burkholderia	pseudomallei	MSHR1029	NZ_KN360701.1	1735325	1787041	hgle-ks - terpene hybrid	False	myxochromide D	20	BGC0001418	https://antismash-db.secondarymetabolites.org/go/NZ_KN360701.1/1735325-1787041	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000775655.1/NZ_KN360701/1/1735325/1787041
Streptomyces	luteoverticillatus	CGMCC 15060	NZ_CP034587.1	248873	302238	hgle-ks - terpene hybrid	False	ikarugamycin	12	BGC0001435	https://antismash-db.secondarymetabolites.org/go/NZ_CP034587.1/248873-302238	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003970715.1/NZ_CP034587/1/248873/302238
Streptomyces	luteoverticillatus	CGMCC 15060	NZ_CP034587.1	6722938	6783165	hgle-ks - t3pks hybrid	False	tobramycin	7	BGC0000721	https://antismash-db.secondarymetabolites.org/go/NZ_CP034587.1/6722938-6783165	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003970715.1/NZ_CP034587/1/6722938/6783165
Streptomyces	luteoverticillatus	CGMCC 15060	NZ_CP034587.1	7055126	7139551	hgle-ks - lanthipeptide - t1pks hybrid	False	jawsamycin	23	BGC0001002	https://antismash-db.secondarymetabolites.org/go/NZ_CP034587.1/7055126-7139551	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003970715.1/NZ_CP034587/1/7055126/7139551
Chlorogloeopsis	fritschii	PCC 6912	NZ_RSCJ01000008.1	76263	131001	hgle-ks - resorcinol hybrid	False	heterocyst glycolipids	57	BGC0000869	https://antismash-db.secondarymetabolites.org/go/NZ_RSCJ01000008.1/76263-131001	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003990575.1/NZ_RSCJ01000008/1/76263/131001
Pedobacter	zeae	DSM 100774	NZ_JACIEF010000001.1	165597	217134	hgle-ks - t1pks hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JACIEF010000001.1/165597-217134	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014196715.1/NZ_JACIEF010000001/1/165597/217134
Chlorogloeopsis	fritschii	PCC 6912	NZ_RSCJ01000028.1	7338	60533	hgle-ks - t1pks hybrid	False	heterocyst glycolipids	71	BGC0000869	https://antismash-db.secondarymetabolites.org/go/NZ_RSCJ01000028.1/7338-60533	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003990575.1/NZ_RSCJ01000028/1/7338/60533
Chlorogloeopsis	fritschii	PCC 6912	NZ_RSCJ01000055.1	0	26061	hgle-ks - t1pks - t3pks hybrid	True	heterocyst glycolipids	57	BGC0000869	https://antismash-db.secondarymetabolites.org/go/NZ_RSCJ01000055.1/0-26061	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003990575.1/NZ_RSCJ01000055/1/0/26061
Burkholderia	pseudomallei	MSHR2451	NZ_KN323057.1	1959216	2011856	hgle-ks - terpene hybrid	False	myxochromide D	20	BGC0001418	https://antismash-db.secondarymetabolites.org/go/NZ_KN323057.1/1959216-2011856	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000774815.1/NZ_KN323057/1/1959216/2011856
Glycomyces	albidus	NEAU-7082	NZ_WIAO01000016.1	75240	121171	hgle-ks	False	tetarimycin A / tetarimycin B	5	BGC0000274	https://antismash-db.secondarymetabolites.org/go/NZ_WIAO01000016.1/75240-121171	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009451885.1/NZ_WIAO01000016/1/75240/121171
Shewanella	violacea	DSS12	NC_014012.1	1377019	1433334	hgle-ks - pufa hybrid	False	eicosapentaenoic acid	66	BGC0000862	https://antismash-db.secondarymetabolites.org/go/NC_014012.1/1377019-1433334	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000091325.1/NC_014012/1/1377019/1433334
Nocardioides	Unclassified	78	NZ_CP025581.1	3540170	3591595	hgle-ks	False	foxicins A-D	4	BGC0001598	https://antismash-db.secondarymetabolites.org/go/NZ_CP025581.1/3540170-3591595	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002865585.1/NZ_CP025581/1/3540170/3591595
Streptomyces	Unclassified	NA02950	NZ_CP054916.1	8040300	8243324	butyrolactone - hgle-ks - t1pks - thioamide-nrp hybrid	False	lorneic acid A	23	BGC0001200	https://antismash-db.secondarymetabolites.org/go/NZ_CP054916.1/8040300-8243324	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013364155.1/NZ_CP054916/1/8040300/8243324
Lentzea	guizhouensis	DHS C013	NZ_CP016793.1	6470590	6546084	hgle-ks - t1pks hybrid	False	mediomycin A	28	BGC0001662	https://antismash-db.secondarymetabolites.org/go/NZ_CP016793.1/6470590-6546084	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001701025.1/NZ_CP016793/1/6470590/6546084
Chryseobacterium	Unclassified	G0186	NZ_CP033918.1	1603756	1655064	hgle-ks - t1pks hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP033918.1/1603756-1655064	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003815675.1/NZ_CP033918/1/1603756/1655064
Actinomadura	Unclassified	NBRC 110471	NZ_BDDE01000018.1	213647	264683	hgle-ks - t1pks hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_BDDE01000018.1/213647-264683	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008327685.1/NZ_BDDE01000018/1/213647/264683
Streptomyces	tendae	VITAKN	NZ_JAAIFS010000001.1	1591291	1644280	hgle-ks - t1pks hybrid	False	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	11	BGC0001652	https://antismash-db.secondarymetabolites.org/go/NZ_JAAIFS010000001.1/1591291-1644280	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010820575.1/NZ_JAAIFS010000001/1/1591291/1644280
Thermomonospora	curvata	DSM 43183	NC_013510.1	1922550	1970497	hgle-ks - t1pks hybrid	False	kedarcidin	1	BGC0000081	https://antismash-db.secondarymetabolites.org/go/NC_013510.1/1922550-1970497	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000024385.1/NC_013510/1/1922550/1970497
Vibrio	Unclassified	Scap24	NZ_CP041332.1	2764751	2820628	hgle-ks - pufa hybrid	False	eicoseicosapentaenoic acid	26	BGC0000865	https://antismash-db.secondarymetabolites.org/go/NZ_CP041332.1/2764751-2820628	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013394185.1/NZ_CP041332/1/2764751/2820628
Sciscionella	marina	DSM 45152	NZ_KB905403.1	255501	306368	hgle-ks - t1pks hybrid	False	kanamycin	1	BGC0000703	https://antismash-db.secondarymetabolites.org/go/NZ_KB905403.1/255501-306368	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000379465.1/NZ_KB905403/1/255501/306368
Apibacter	Unclassified	B3935	NZ_WINL01000003.1	180866	232343	hgle-ks - t1pks hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_WINL01000003.1/180866-232343	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009827705.1/NZ_WINL01000003/1/180866/232343
Trichormus	azollae	0708	NC_014248.1	3947330	3999135	hgle-ks - t1pks hybrid	False	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/go/NC_014248.1/3947330-3999135	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000196515.1/NC_014248/1/3947330/3999135
Trichormus	azollae	0708	NC_014248.1	4505480	4552383	hgle-ks	False	heterocyst glycolipids	57	BGC0000869	https://antismash-db.secondarymetabolites.org/go/NC_014248.1/4505480-4552383	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000196515.1/NC_014248/1/4505480/4552383
Shewanella	colwelliana	CSB03KR	NZ_MCBT01000018.1	198860	254512	hgle-ks - pufa hybrid	False	eicosapentaenoic acid	55	BGC0000862	https://antismash-db.secondarymetabolites.org/go/NZ_MCBT01000018.1/198860-254512	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001735525.1/NZ_MCBT01000018/1/198860/254512
Methylocaldum	Unclassified	0917	NZ_SNZL01000025.1	8684	57540	hgle-ks - t3pks hybrid	False	phenolic lipids	100	BGC0000284	https://antismash-db.secondarymetabolites.org/go/NZ_SNZL01000025.1/8684-57540	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004363855.1/NZ_SNZL01000025/1/8684/57540
Agrobacterium	vitis	CG118	NZ_WPHV01000002.1	530621	585044	hgle-ks	False	chejuenolide A / chejuenolide B	7	BGC0001543	https://antismash-db.secondarymetabolites.org/go/NZ_WPHV01000002.1/530621-585044	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009744235.1/NZ_WPHV01000002/1/530621/585044
Desulfobacter	vibrioformis	DSM 8776	NZ_JQKJ01000013.1	96243	129607	hgle-ks	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JQKJ01000013.1/96243-129607	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000745975.1/NZ_JQKJ01000013/1/96243/129607
Streptomyces	Unclassified	S1A1-7	NZ_CP041604.2	8974639	9026085	hgle-ks - t1pks hybrid	False	ashimides	8	BGC0001961	https://antismash-db.secondarymetabolites.org/go/NZ_CP041604.2/8974639-9026085	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007113565.2/NZ_CP041604/2/8974639/9026085
Kibdelosporangium	aridum	DSM 43828	NZ_FWXV01000006.1	164735	274525	hgle-ks - lanthipeptide - pks-like - t1nrps - t1pks hybrid	False	pepticinnamin E	10	BGC0002014	https://antismash-db.secondarymetabolites.org/go/NZ_FWXV01000006.1/164735-274525	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900176515.1/NZ_FWXV01000006/1/164735/274525
Kibdelosporangium	aridum	DSM 43828	NZ_FWXV01000001.1	1179411	1235165	hgle-ks - lap - t1pks hybrid	False	granaticin	8	BGC0000227	https://antismash-db.secondarymetabolites.org/go/NZ_FWXV01000001.1/1179411-1235165	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900176515.1/NZ_FWXV01000001/1/1179411/1235165
Bifidobacterium	breve	UCC2003	NC_020517.1	269326	311855	hgle-ks	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_020517.1/269326-311855	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000220135.1/NC_020517/1/269326/311855
Streptomyces	Unclassified	GY16	NZ_CP045096.1	248295	301515	hgle-ks - t1pks hybrid	False	siamycin I	8	BGC0001920	https://antismash-db.secondarymetabolites.org/go/NZ_CP045096.1/248295-301515	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009184865.1/NZ_CP045096/1/248295/301515
Pseudomonas	alcaligenes	NEB 585	NZ_CP014784.1	3645799	3698560	hgle-ks - t1pks hybrid	False	vazabitide A	4	BGC0001818	https://antismash-db.secondarymetabolites.org/go/NZ_CP014784.1/3645799-3698560	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001597285.1/NZ_CP014784/1/3645799/3698560
Mycolicibacterium	aurum	NCTC10437	NZ_LR134356.1	2969246	3076315	hgle-ks - t1nrps - t1pks hybrid	False	glycopeptidolipid	35	BGC0000362	https://antismash-db.secondarymetabolites.org/go/NZ_LR134356.1/2969246-3076315	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900637195.1/NZ_LR134356/1/2969246/3076315
Unclassified	Unclassified	None	NZ_CACSII010000006.1	104469	152075	hgle-ks - pufa hybrid	True	eicosapentaenoic acid-like compound	18	BGC0000864	https://antismash-db.secondarymetabolites.org/go/NZ_CACSII010000006.1/104469-152075	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_902705845.1/NZ_CACSII010000006/1/104469/152075
Streptomyces	argenteolus	3259	NZ_VIWQ01000005.1	62346	212084	furan - hgle-ks - phosphonate - t1nrps - t1pks hybrid	False	JBIR-78 / JBIR-95	33	BGC0001628	https://antismash-db.secondarymetabolites.org/go/NZ_VIWQ01000005.1/62346-212084	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007829855.1/NZ_VIWQ01000005/1/62346/212084
Bifidobacterium	breve	DRBB26	NZ_CP021390.1	242274	284809	hgle-ks	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP021390.1/242274-284809	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002838225.1/NZ_CP021390/1/242274/284809
Parashewanella	spongiae	HJ039	NZ_CP037952.1	1654761	1716903	bacteriocin - hgle-ks - pufa hybrid	False	eicosapentaenoic acid	66	BGC0000861	https://antismash-db.secondarymetabolites.org/go/NZ_CP037952.1/1654761-1716903	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004358345.1/NZ_CP037952/1/1654761/1716903
Desulfuromonas	soudanensis	WTL	NZ_CP010802.1	2861687	2915921	hgle-ks - t1pks hybrid	False	eicoseicosapentaenoic acid	26	BGC0000865	https://antismash-db.secondarymetabolites.org/go/NZ_CP010802.1/2861687-2915921	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001278055.1/NZ_CP010802/1/2861687/2915921
